Channel,City,Currency,CustomerID,Device,Discount,FraudFlag,LoanID,Merchant,PaymentMethod,ProductCategory,Quantity,Region,SKU,Timestamp,TotalAmount,TransactionID,UnitPrice
Online,new york,AED,CUST006660,Android,0,false,LN007892,BestBuy,Netbanking,Electronics,1,Mea,ELE-331461,2022-11-29,60627.96,TX006938,60627.96
Online,MUMBAI,USD,CUST001816,POS,0.22,false,LN005371,DMart,Cash,Automotive,1,latam,AUT-465146,2023-02-11,8670,TX000629,11115.38
Mobile,new york,USD,CUST008558,POS,0.08,false,LN009259,Walmart,Netbanking,Books,1,LATAM,BOO-713438,2020-04-19,79911.37,TX007801,86860.18
Online,berlin,EUR,CUST002621,Web,0.26,false,LN002648,Noon,Card,Automotive,4,EMEA,AUT-839465,2023-03-02,166770.4,TX001931,56341.35
In-Store,Hyderabad,EUR,CUST000471,Web,0.01,false,LN001333,Carrefour,Auto-debit,Automotive,2,Emea,AUT-247172,2024-08-07,8729.49,TX000828,8400.14
In-Store,Berlin,USD,CUST006518,Android,0.2,false,LN004696,IKEA,Neft,Toys,1,latam,TOY-490976,2019-12-21,102644.47,TX000819,128305.59
Mobile,Ahmedabad,USD,CUST007497,iOS,0.23,false,LN004736,Carrefour,Auto-debit,Grocery,1,Amer,GRO-170371,2023-02-11,85433.66,TX000261,110952.8
Online,MUMBAI,AED,CUST006759,iOS,0.21,false,LN002359,BestBuy,Neft,Electronics,1,Mea,ELE-848270,2022-01-06,6982.08,TX000434,8838.08
Online,HYDERABAD,INR,CUST003488,Android,0.28,false,LN005153,Myntra,Card,Automotive,0,APAC,AUT-132958,2022-09-01,93114.09,TX002323,129325.13
Online,Berlin,INR,CUST001656,POS,0.04,false,LN009271,DMart,Cash,Beauty,1,Apac,BEA-296029,2019-06-30,45994.9,TX005864,47911.35
In-Store,HYDERABAD,USD,CUST003331,iOS,0.38,false,LN003266,Noon,Upi,Toys,1,latam,TOY-343195,2023-02-11,10455.62,TX001478,16863.91
Online,dubai,AED,CUST003224,POS,0.24,false,LN009200,Carrefour,Auto-debit,Books,3,MEA,BOO-483532,2023-07-07,1745.7,TX007765,765.66
In-Store,NEW YORK,AED,CUST008123,Web,0.26,false,LN000089,Myntra,Netbanking,Electronics,1,Mea,ELE-891103,2020-05-23,82603.47,TX002916,111626.31
Online,chennai,INR,CUST006792,Web,0.35,false,LN007647,IKEA,Upi,Toys,4,Apac,TOY-490837,2022-03-31,230341.44,TX004368,88592.86
Online,Mumbai,EUR,CUST005406,POS,0.09,false,LN001365,Reliance Retail,Upi,Toys,1,EMEA,TOY-570880,2023-10-18,23875.68,TX002613,26237.01
In-Store,DELHI,INR,CUST006562,iOS,0.22,false,LN001317,Reliance Retail,Neft,Beauty,0,apac,BEA-591876,2024-07-07,206248.66,TX003397,0
Online,TORONTO,USD,CUST005264,Web,0.04,false,LN006128,Walmart,Auto-debit,Beauty,1,LATAM,BEA-375789,2023-02-11,3673.75,TX003517,3826.82
Online,chennai,USD,CUST004222,Web,0.36,false,LN009614,Myntra,Upi,Home,1,Amer,HOM-635238,2021-03-03,51885.55,TX006109,131591.8
Online,london,INR,CUST000755,Android,0,false,LN004252,IKEA,Card,Apparel,1,apac,APP-589046,2025-02-27,26969.28,TX007372,85949.18
Mobile,Ahmedabad,USD,CUST006775,Web,0.08,false,LN002584,Walmart,Auto-debit,Toys,1,amer,TOY-448832,2025-08-27,80942.44,TX005548,87980.91
Mobile,BERLIN,EUR,CUST000678,Web,0.39,false,LN007481,Carrefour,Netbanking,Home,3,emea,HOM-309480,2022-02-26,122865.31,TX009210,0.01
Mobile,london,AED,CUST001649,iOS,0.16,false,LN002507,Carrefour,Card,Toys,1,mea,TOY-569658,2019-01-15,41804.21,TX007632,49766.92
Mobile,TORONTO,EUR,CUST007265,POS,0.11,false,LN005511,Walmart,Cash,Beauty,2,emea,BEA-641040,2022-10-17,266065.77,TX005655,149475.15
Mobile,ahmedabad,INR,CUST003487,Web,0.34,true,LN008950,Walmart,Neft,Toys,5,apac,TOY-327685,2023-02-11,275152.45,TX002172,83379.53
Mobile,CHENNAI,USD,CUST008673,POS,0.37,false,LN005297,Flipkart,Card,Automotive,1,latam,AUT-578996,2024-06-14,70824.12,TX006965,109407.15
In-Store,Doha,EUR,CUST001441,Android,0.18,false,LN004669,IKEA,Cash,Electronics,3,EMEA,ELE-808496,2019-01-01,2565.56,TX005845,1042.91
Mobile,New York,AED,CUST006523,Web,0.27,false,LN007026,Myntra,Cash,Home,2,Mea,HOM-886105,2021-01-05,101958.27,TX008364,69834.43
In-Store,Hyderabad,USD,CUST003348,POS,0.38,false,LN002108,Myntra,Cash,Grocery,2,latam,GRO-482664,2025-05-29,12522.92,TX009860,10099.13
Online,Delhi,INR,CUST009762,Web,0.04,false,LN007611,Walmart,Auto-debit,Books,1,Apac,BOO-810622,2023-02-11,135840.26,TX006228,141500.27
In-Store,dubai,USD,CUST000337,iOS,0.2,false,LN008414,BestBuy,Card,Home,2,Latam,HOM-913947,2023-09-01,56681.78,TX001155,88325.03
Online,SAO PAULO,AED,CUST001460,Android,0.08,false,LN000608,IKEA,Upi,Apparel,1,Mea,APP-409400,2024-08-15,201948.8,TX003407,46313.33
Online,london,USD,CUST003758,iOS,0.12,false,LN005862,Myntra,Upi,Books,2,LATAM,BOO-514074,2025-02-22,174912.51,TX001199,99382.11
Online,Ahmedabad,AED,CUST006240,Web,0.09,false,LN004960,Myntra,Card,Apparel,1,MEA,APP-332460,2023-01-30,51431.22,TX009921,56517.82
In-Store,Sao Paulo,EUR,CUST008110,Web,0.37,false,LN001324,Amazon,Card,Beauty,1,Emea,BEA-392586,2023-02-11,55578.51,TX001896,88219.86
Online,paris,EUR,CUST004799,Android,0.01,false,LN009221,Noon,Netbanking,Beauty,1,EMEA,BEA-264698,2020-01-15,141268.2,TX008109,142695.15
Mobile,sao paulo,USD,CUST002471,POS,0.11,false,LN008459,Walmart,Netbanking,Beauty,1,Amer,NaN,2023-04-15,39394.43,TX008749,44263.4
In-Store,NEW YORK,EUR,CUST006547,iOS,0.32,false,LN009865,Carrefour,Neft,Apparel,1,emea,APP-270649,2023-02-19,162042.68,TX003992,62464.43
Mobile,Kolkata,AED,CUST009434,Android,0.33,false,LN005241,DMart,Cash,Grocery,1,mea,GRO-883220,2019-11-26,60419.34,TX003197,90178.12
In-Store,madrid,USD,CUST000799,Android,0.21,false,LN000389,BestBuy,Card,Automotive,3,LATAM,AUT-881182,2020-12-07,51402.57,TX007658,21688.85
In-Store,San Francisco,INR,CUST005079,iOS,0.28,false,LN000020,IKEA,Netbanking,Books,2,Apac,BOO-881507,2021-10-29,177004.17,TX007156,122919.56
Mobile,paris,USD,CUST000710,iOS,0.18,false,LN002650,Amazon,Card,Toys,1,amer,TOY-292830,2020-10-20,46381.89,TX000206,56563.28
Mobile,Pune,EUR,CUST003246,Android,0.24,false,LN008022,Reliance Retail,Cash,Apparel,3,emea,APP-506822,2025-10-15,82187,TX004624,36046.93
In-Store,Ahmedabad,AED,CUST006155,Android,0.36,false,LN005070,Noon,Auto-debit,Beauty,2,MEA,BEA-268105,2023-04-17,169924.76,TX003777,132753.72
Online,PUNE,EUR,CUST005347,Android,0.24,false,LN003917,Amazon,Upi,Beauty,1,emea,BEA-325673,2023-02-11,17495.14,TX009874,23019.92
Online,Delhi,USD,CUST008511,Web,0.3,false,LN002161,DMart,Cash,Toys,1,Amer,TOY-135973,2020-04-18,85442.1,TX002769,62377.82
Mobile,new york,AED,CUST007170,iOS,0.28,false,LN006488,Noon,Card,Electronics,1,Mea,ELE-412725,2019-08-02,19946.78,TX002839,27627.8
Mobile,SAO PAULO,USD,CUST007966,Web,0.19,false,LN005033,BestBuy,Cash,Automotive,2,amer,AUT-852834,2019-07-31,69959.83,TX002979,43185.08
Mobile,berlin,EUR,CUST009296,Web,0.14,false,LN004402,Myntra,Neft,Books,1,EMEA,BOO-804889,2022-08-06,21688.48,TX001402,25219.16
In-Store,Bengaluru,AED,CUST000938,Web,0.22,false,LN005533,Amazon,Upi,Beauty,2,Mea,BEA-336660,2023-06-30,220626.96,TX004140,141427.54
In-Store,BERLIN,INR,CUST002884,POS,0.15,false,LN004110,Carrefour,Upi,Apparel,1,apac,APP-204009,2021-02-17,34516.26,TX008967,40607.36
In-Store,MUMBAI,INR,CUST000023,POS,0.21,false,LN003458,Noon,Upi,Toys,2,Apac,TOY-192196,2023-06-11,150757.01,TX008235,95415.83
Mobile,delhi,USD,CUST005532,iOS,0.24,false,LN002157,Myntra,Cash,Automotive,1,latam,AUT-656434,2025-01-13,21309.62,TX000340,28038.98
In-Store,mumbai,EUR,CUST008153,Web,0.18,false,LN005476,Walmart,Upi,Electronics,4,Emea,ELE-600145,2020-09-19,141444.05,TX000475,79289.32
Online,MUMBAI,USD,CUST006353,Web,0.28,false,LN000013,Walmart,Auto-debit,Apparel,1,Latam,APP-285787,2024-05-03,65907.55,TX000487,91538.27
In-Store,dubai,USD,CUST008059,Android,0.19,false,LN002930,Walmart,Cash,Books,1,latam,BOO-526913,2023-01-13,120024.54,TX009214,148178.45
Mobile,Madrid,INR,CUST001416,POS,0.02,false,LN004132,Myntra,Netbanking,Apparel,2,Apac,APP-819338,2023-02-11,114477.86,TX007465,58407.07
Mobile,BENGALURU,EUR,CUST000068,POS,0.15,false,LN000660,Reliance Retail,Netbanking,Automotive,2,Emea,AUT-714589,2021-05-29,158606.21,TX003390,93297.77
In-Store,DELHI,AED,CUST001880,Web,0.03,false,LN008669,Noon,Neft,Grocery,2,mea,GRO-427566,2022-10-25,167117.05,TX005823,86142.81
Online,chennai,AED,CUST000367,POS,0.17,false,LN004538,DMart,Upi,Books,1,mea,BOO-582468,2022-05-29,66203.68,TX004473,79763.47
In-Store,New York,INR,CUST001277,Android,0.33,false,LN006502,DMart,Cash,Grocery,2,Apac,GRO-322083,2023-09-01,0,TX001054,62454.33
In-Store,Berlin,AED,CUST001302,Android,0.35,false,LN003014,Flipkart,Card,Grocery,1,Mea,GRO-351585,2025-08-04,28861.53,TX002684,44402.35
Mobile,Chennai,USD,CUST003348,Web,0.01,false,LN002108,IKEA,Cash,Toys,1,latam,TOY-609373,2023-02-11,78803.76,TX008601,79599.76
Mobile,doha,USD,CUST008847,POS,0.26,false,LN002150,DMart,Netbanking,Grocery,1,latam,GRO-202191,2021-05-22,65525.46,TX006783,88547.92
In-Store,madrid,AED,CUST002140,Web,0.37,false,LN003952,Reliance Retail,Auto-debit,Toys,1,Mea,TOY-847749,2019-07-03,38514.33,TX001369,61133.85
In-Store,berlin,INR,CUST008843,POS,0.16,false,LN007789,Myntra,Card,Home,1,Apac,HOM-576503,2025-07-12,114338.04,TX005893,136116.71
Online,berlin,USD,CUST001871,POS,0.27,false,LN002995,Noon,Cash,Grocery,1,LATAM,GRO-786473,2023-02-11,36333.21,TX002976,130681.01
Mobile,TORONTO,AED,CUST005946,Android,0.38,false,LN003865,BestBuy,Cash,Beauty,4,mea,BEA-447126,2024-07-09,92041.99,TX000204,37436.01
In-Store,TORONTO,USD,CUST000359,Android,0.03,false,LN003435,DMart,Cash,Automotive,1,amer,AUT-565608,2024-01-02,57526.73,TX001262,59305.91
Online,Paris,EUR,CUST007643,POS,0.2,false,LN005473,Flipkart,Cash,Beauty,1,EMEA,BEA-508570,2021-12-17,110583.82,TX006339,138229.78
Mobile,PUNE,EUR,CUST008208,Web,0.37,false,LN002531,DMart,Auto-debit,Books,2,EMEA,BOO-854736,2023-02-11,146700.92,TX001050,116429.3
Online,mumbai,INR,CUST001323,Web,0.13,false,LN003108,Reliance Retail,Netbanking,Books,1,APAC,BOO-908219,2019-10-02,43448.41,TX001892,49940.7
Mobile,MADRID,AED,CUST009263,POS,0.34,false,LN008995,Myntra,Upi,Automotive,1,mea,AUT-635638,2025-07-17,23095.4,TX001584,34993.03
In-Store,LONDON,INR,CUST007855,iOS,0.12,false,LN003176,Myntra,Auto-debit,Electronics,1,APAC,ELE-747903,2024-06-04,9964.28,TX005512,11323.05
Online,DOHA,USD,CUST001414,Android,0.38,false,LN008850,Flipkart,Auto-debit,Electronics,1,latam,ELE-915505,2020-03-20,47459.62,TX009453,76547.77
Mobile,Hyderabad,USD,CUST008507,iOS,0,false,LN002402,Reliance Retail,Auto-debit,Apparel,2,amer,APP-611299,2021-09-29,167269.56,TX006561,137106.2
Mobile,kolkata,USD,CUST005623,iOS,0.25,false,LN000854,Walmart,Card,Books,1,Amer,BOO-243789,2022-11-28,9777.07,TX008899,13036.09
Mobile,bengaluru,INR,CUST000764,Android,0.37,false,LN005109,Walmart,Card,Beauty,3,apac,BEA-827704,2023-02-11,53159.96,TX007672,101374.86
Online,MUMBAI,AED,CUST006843,Android,0.11,false,LN004805,Reliance Retail,Cash,Automotive,2,MEA,AUT-825270,2023-09-01,162267.52,TX008469,91161.53
Online,paris,USD,CUST006142,Android,0.05,false,LN008677,BestBuy,Card,Beauty,1,Latam,BEA-448451,2022-06-09,76445.35,TX002398,93531.98
Mobile,madrid,AED,CUST004305,iOS,0.4,false,LN006154,Walmart,Upi,Beauty,1,mea,BEA-537137,2025-10-09,15069.56,TX000202,25115.94
In-Store,kolkata,USD,CUST005667,Web,0.16,false,LN001772,Walmart,Auto-debit,Home,1,AMER,HOM-768604,2020-04-12,56165.93,TX000784,66864.2
In-Store,TORONTO,USD,CUST003975,POS,0.3,false,LN005595,DMart,Cash,Apparel,4,latam,APP-773846,2020-08-17,74967.93,TX005663,26774.26
In-Store,DUBAI,EUR,CUST005748,Android,0.25,false,LN001736,Flipkart,Upi,Home,0,emea,HOM-345964,2023-02-11,96965.11,TX008595,12063.82
Mobile,Sao Paulo,USD,CUST000111,Web,0.18,false,LN006901,Walmart,Upi,Beauty,2,amer,BEA-405711,2020-07-06,88637.53,TX005641,69360.38
In-Store,Ahmedabad,USD,CUST000536,Web,0.05,false,LN002113,Amazon,Neft,Toys,5,latam,TOY-375561,2019-01-01,10702.26,TX004312,45141.45
Online,Kolkata,USD,CUST001642,Android,0.11,false,LN003514,Noon,Auto-debit,Beauty,1,Latam,BEA-854961,2020-11-07,127536.47,TX002539,143299.4
Mobile,bengaluru,EUR,CUST006738,POS,0.04,false,LN005091,Flipkart,Card,Apparel,1,EMEA,APP-475751,2023-02-11,33929.59,TX001840,71142.74
Mobile,SAN FRANCISCO,EUR,CUST006366,iOS,0.07,false,LN000262,DMart,Neft,Automotive,3,Emea,AUT-496203,2023-02-11,24478.8,TX003105,115659.13
Mobile,TORONTO,USD,CUST003236,Web,0.05,false,LN005660,Amazon,Cash,Automotive,1,AMER,AUT-151639,2024-08-04,90084.64,TX009698,94825.94
Online,TORONTO,USD,CUST007962,iOS,0.14,false,LN001634,Amazon,Card,Home,3,AMER,HOM-442163,2022-09-12,201983.94,TX004618,78288.35
In-Store,DUBAI,USD,CUST009062,Android,0.35,false,LN004659,Flipkart,Upi,Automotive,5,Amer,AUT-634337,2021-11-24,65738.5,TX002260,20227.23
Online,Paris,USD,CUST008422,iOS,0.05,false,LN002918,DMart,Upi,Beauty,2,LATAM,BEA-385386,2023-02-11,12034.18,TX000014,6333.78
In-Store,BENGALURU,USD,CUST008642,Web,0.23,false,LN000130,DMart,Neft,Electronics,2,Amer,ELE-534805,2024-02-20,131360.9,TX006572,134859.4
Online,Bengaluru,USD,CUST004385,iOS,0.36,false,LN001684,Amazon,Netbanking,Electronics,1,latam,ELE-103219,2023-12-02,51190.02,TX003891,79984.41
Online,CHENNAI,AED,CUST004784,Android,0.2,false,LN003217,Carrefour,Neft,Grocery,2,mea,GRO-669749,2019-02-28,106616.02,TX006521,66635.01
Online,doha,INR,CUST001491,Web,0.34,false,LN009142,Flipkart,Auto-debit,Grocery,2,APAC,GRO-114546,2023-02-11,110887.63,TX005104,84005.78
In-Store,madrid,USD,CUST009564,iOS,0.36,false,LN002449,Flipkart,Neft,Beauty,1,amer,BEA-756819,2021-05-07,15190.27,TX003743,23734.79
Online,San Francisco,EUR,CUST004854,Web,0.18,false,LN001711,Amazon,Upi,Grocery,3,emea,GRO-637205,2023-02-11,98785.65,TX003917,40156.77
Mobile,LONDON,INR,CUST004302,Android,0.35,false,LN008852,Carrefour,Upi,Home,1,Apac,HOM-649787,2023-09-12,97054.13,TX002478,149314.05
Online,PARIS,USD,CUST009407,Android,0.07,false,LN004017,Myntra,Neft,Beauty,2,AMER,BEA-408172,2021-02-26,139229.46,TX002360,74854.55
Mobile,San Francisco,AED,CUST000302,POS,0.16,false,LN005320,Reliance Retail,Auto-debit,Automotive,1,mea,AUT-832328,2020-10-25,75253.99,TX001585,89588.08
Mobile,Delhi,USD,CUST000197,Web,0.01,false,LN004198,Noon,Card,Automotive,1,amer,AUT-595392,2020-12-27,88392.35,TX007422,89285.2
Mobile,DELHI,USD,CUST006693,iOS,0.15,false,LN000819,DMart,Cash,Beauty,2,Latam,BEA-215753,2023-02-11,39182.76,TX006314,23048.68
Mobile,Toronto,USD,CUST001936,POS,0.1,false,LN001533,Walmart,Netbanking,Electronics,1,Latam,ELE-247472,2022-10-07,19911.02,TX006880,22123.35
Online,Madrid,AED,CUST007523,iOS,0.09,false,LN007453,Reliance Retail,Auto-debit,Home,1,Mea,HOM-480198,2025-07-23,53048.1,TX007552,58294.61
Online,DOHA,EUR,CUST006739,Android,0.19,false,LN009096,Flipkart,Netbanking,Books,1,Emea,BOO-834941,2019-05-23,113518.23,TX004824,140145.96
Online,Mumbai,USD,CUST008513,Android,0.36,false,LN003956,Walmart,Netbanking,Apparel,1,latam,APP-527870,2022-04-15,42834.71,TX003493,66929.24
Mobile,madrid,INR,CUST000258,Web,0.04,false,LN000861,Flipkart,Card,Beauty,1,APAC,BEA-942350,2022-03-26,53632.03,TX000628,55866.7
Online,London,AED,CUST003246,Web,0.28,false,LN008022,Noon,Netbanking,Beauty,1,MEA,BEA-293210,2020-05-05,79567.64,TX002078,10603.45
Mobile,Hyderabad,INR,CUST009197,POS,0.1,false,LN007135,IKEA,Upi,Electronics,2,APAC,ELE-103038,2024-09-29,0,TX009842,50948.24
Mobile,toronto,USD,CUST000759,Android,0.16,false,LN000133,Carrefour,Cash,Grocery,1,AMER,GRO-148216,2021-06-21,632.45,TX002273,752.92
In-Store,MADRID,AED,CUST008387,Web,0.25,false,LN009675,Myntra,Upi,Automotive,1,Mea,AUT-192528,2021-04-29,31737.02,TX001836,42316.03
In-Store,Toronto,USD,CUST003557,POS,0.2,false,LN008849,Carrefour,Neft,Apparel,1,amer,APP-415188,2022-03-26,956.86,TX007755,1196.08
In-Store,hyderabad,USD,CUST001283,iOS,0.18,false,LN000353,Noon,Cash,Beauty,3,latam,BEA-638101,2023-02-11,247542.96,TX008869,113032.62
Online,DELHI,AED,CUST006236,Android,0.4,false,LN009618,Amazon,Upi,Automotive,1,mea,AUT-608929,2020-01-10,33178.48,TX001362,55297.47
Online,toronto,USD,CUST000704,iOS,0.3,false,LN003319,BestBuy,Cash,Beauty,3,latam,BEA-908812,2020-09-29,116245.61,TX001491,55355.05
Mobile,san francisco,USD,CUST003433,POS,0.35,false,LN003943,Myntra,Upi,Apparel,3,Latam,APP-274778,2019-10-24,50325.29,TX000549,25807.84
In-Store,Paris,EUR,CUST003586,Android,0.4,false,LN008193,Noon,Upi,Automotive,5,EMEA,AUT-941236,2023-02-11,37834.4,TX000143,90177.25
In-Store,San Francisco,INR,CUST003189,Android,0.18,false,LN007315,BestBuy,Netbanking,Books,1,apac,BOO-906698,2020-01-02,109037.24,TX000230,132972.24
Mobile,PARIS,USD,CUST005681,Web,0.08,false,LN004136,Carrefour,Netbanking,Automotive,2,AMER,AUT-588681,2020-11-07,73887.22,TX006144,40156.1
In-Store,Hyderabad,EUR,CUST009378,POS,0.15,false,LN007116,BestBuy,Upi,Books,1,emea,BOO-323151,2019-07-20,8093.28,TX008683,9521.5
In-Store,London,USD,CUST009509,Android,0.15,false,LN003742,Walmart,Neft,Home,4,AMER,HOM-747327,2022-03-18,176746.96,TX004950,51984.4
Online,London,EUR,CUST001182,POS,0.1,false,LN001871,Flipkart,Netbanking,Toys,1,EMEA,TOY-773672,2021-07-24,108388.57,TX005360,120431.74
Online,Bengaluru,EUR,CUST009899,POS,0.27,false,LN003189,IKEA,Card,Apparel,1,EMEA,APP-555252,2023-02-11,101364.06,TX009156,138854.87
Online,Doha,USD,CUST009968,POS,0.07,false,LN001715,Flipkart,Neft,Automotive,5,AMER,AUT-773705,2019-08-18,0,TX001317,6069.67
In-Store,toronto,AED,CUST007992,Web,0.29,false,LN003256,IKEA,Netbanking,Toys,2,MEA,TOY-873304,2025-08-27,29764.51,TX003740,20960.92
Mobile,chennai,USD,CUST009989,Android,0.12,true,LN008172,Myntra,Neft,Home,1,latam,HOM-551484,2023-02-11,70000.59,TX009702,79546.12
Mobile,CHENNAI,EUR,CUST002162,Android,0.35,false,LN005087,Walmart,Upi,Home,2,EMEA,HOM-295288,2022-06-09,12163.9,TX004795,9356.85
Online,AHMEDABAD,USD,CUST003761,POS,0.29,false,LN000755,IKEA,Upi,Books,4,Latam,BOO-378386,2023-02-11,122898.05,TX006264,43273.96
Online,Sao Paulo,USD,CUST003484,Web,0.27,false,LN007608,Carrefour,Netbanking,Automotive,1,latam,AUT-614403,2023-02-11,85918.44,TX004712,117696.49
Mobile,mumbai,USD,CUST006022,Web,0.31,false,LN009063,Amazon,Cash,Books,1,latam,BOO-782582,2025-04-15,116483.34,TX008579,21833.28
In-Store,LONDON,USD,CUST006823,Android,0.34,false,LN003260,Walmart,Neft,Books,1,Amer,BOO-427902,2024-09-30,10164.08,TX002283,68467.1
Mobile,Dubai,INR,CUST008685,iOS,0.38,false,LN008723,Amazon,Netbanking,Toys,1,apac,TOY-779446,2020-11-04,48629.77,TX002721,78435.11
Mobile,PUNE,INR,CUST000686,Web,0.19,false,LN009837,IKEA,Cash,Toys,2,APAC,TOY-311754,2021-10-17,229608.3,TX000909,141733.52
In-Store,toronto,AED,CUST008913,iOS,0.21,false,LN004080,Reliance Retail,Neft,Home,1,Mea,HOM-212441,2019-04-24,-9999.99,TX008248,6398.96
Online,Ahmedabad,USD,CUST007029,POS,0.11,false,LN003179,Carrefour,Upi,Home,1,Amer,HOM-971709,2023-07-17,114594.08,TX008985,128757.39
In-Store,Sao Paulo,USD,CUST002741,POS,0.39,false,LN001523,Carrefour,Card,Grocery,1,Latam,GRO-857115,2020-12-07,54682.11,TX008140,89642.8
Mobile,Doha,USD,CUST000971,iOS,0.39,false,LN008943,Amazon,Card,Electronics,2,Amer,ELE-159238,2023-02-11,91146.94,TX004928,74710.61
Online,Paris,AED,CUST004606,Android,0.29,false,LN007537,Walmart,Auto-debit,Grocery,2,MEA,GRO-212036,2023-07-28,42423.07,TX003589,29875.4
Online,DELHI,EUR,CUST004517,iOS,0.17,false,LN007958,Reliance Retail,Upi,Automotive,1,Emea,AUT-387175,2023-02-13,115280.65,TX008732,138892.35
In-Store,sao paulo,INR,CUST007079,Web,0.08,false,LN005792,Noon,Upi,Grocery,1,apac,GRO-973891,2019-09-09,32543.8,TX002635,35373.7
In-Store,Delhi,AED,CUST003868,Android,0.22,false,LN003522,Carrefour,Auto-debit,Grocery,1,MEA,GRO-294733,2024-09-01,31651.74,TX006962,40579.15
In-Store,london,USD,CUST004423,Android,0.22,false,LN006624,BestBuy,Upi,Electronics,1,AMER,ELE-102901,2023-09-07,99143.23,TX001788,127106.71
Mobile,LONDON,USD,CUST003114,POS,0.27,false,LN009991,BestBuy,Card,Apparel,1,LATAM,APP-334610,2023-02-11,70093.4,TX006302,96018.36
Mobile,TORONTO,INR,CUST009667,Android,0.19,false,LN005510,Reliance Retail,Neft,Books,1,Apac,BOO-283632,2022-07-31,37277.74,TX007720,46021.9
Mobile,NEW YORK,INR,CUST005104,iOS,0.38,false,LN009197,IKEA,Card,Automotive,1,Apac,AUT-120211,2019-01-19,81249.78,TX006147,131048.03
Mobile,KOLKATA,INR,CUST001623,Web,0.3,false,LN004129,Walmart,Netbanking,Apparel,1,APAC,APP-381034,2023-02-11,61566,TX009707,87951.43
In-Store,TORONTO,USD,CUST007176,Web,0.24,false,LN000838,Noon,Card,Beauty,1,Amer,BEA-950976,2019-03-18,0,TX005614,56358.02
In-Store,Sao Paulo,INR,CUST009402,Android,0.19,false,LN008305,Amazon,Netbanking,Apparel,1,APAC,APP-989132,2023-02-11,276161.44,TX005620,46339.75
Mobile,AHMEDABAD,USD,CUST002641,POS,0.09,false,LN006307,Amazon,Card,Electronics,4,Amer,ELE-881796,2023-02-11,78624.25,TX005458,21600.07
Mobile,sao paulo,INR,CUST000197,POS,0.3,false,LN004198,Flipkart,Neft,Beauty,1,apac,BEA-895210,2023-02-11,146021.75,TX007301,148987.11
In-Store,DOHA,AED,CUST009864,Android,0.33,false,LN001597,Reliance Retail,Neft,Automotive,1,Mea,AUT-274280,2019-09-08,54817.45,TX000069,131354.81
Mobile,pune,AED,CUST000819,POS,0.28,false,LN005979,Reliance Retail,Neft,Beauty,1,MEA,BEA-757432,2024-10-04,37495.19,TX008988,52076.65
Mobile,TORONTO,USD,CUST001526,iOS,0.34,false,LN000453,Myntra,Upi,Automotive,0,latam,AUT-868252,2021-08-25,38460.64,TX005900,58273.69
In-Store,New York,AED,CUST002880,POS,0,false,LN003573,Carrefour,Neft,Beauty,1,Mea,BEA-103806,2024-01-16,96043.54,TX000442,121236.8
In-Store,MADRID,EUR,CUST003673,POS,0.09,false,LN001497,DMart,Card,Apparel,1,EMEA,APP-551745,2023-02-11,47029.16,TX002287,51680.4
In-Store,london,USD,CUST002558,POS,0.28,false,LN002881,Myntra,Cash,Electronics,1,amer,ELE-564926,2022-08-27,89509.62,TX004652,124318.92
In-Store,hyderabad,INR,CUST001436,iOS,0.08,false,LN009111,Myntra,Card,NaN,1,Apac,GRO-522611,2024-05-07,107465.99,TX002349,9099.58
Online,madrid,INR,CUST001641,Web,0.37,false,LN004028,Flipkart,Cash,Books,1,apac,BOO-380193,2019-03-14,83437.85,TX009545,109315.69
Mobile,toronto,USD,CUST005275,Web,0.4,false,LN002702,DMart,Card,Toys,1,LATAM,TOY-805196,2023-02-11,67212.77,TX003096,112021.28
In-Store,NEW YORK,USD,CUST001361,Web,0.23,false,LN001001,Noon,Upi,Apparel,1,amer,APP-714741,2021-05-30,42139.81,TX006122,54727.02
Online,Hyderabad,AED,CUST009905,POS,0.29,false,LN006269,IKEA,Neft,Beauty,1,mea,BEA-294981,2024-04-02,42172.41,TX007916,59397.76
Online,bengaluru,USD,CUST007827,Android,0.32,false,LN007100,Amazon,Auto-debit,Grocery,1,AMER,GRO-930495,2023-01-17,60992.97,TX001884,363.87
Mobile,Kolkata,INR,CUST002031,Android,0.19,false,LN007641,DMart,Neft,Grocery,1,apac,GRO-743079,2022-10-15,78328.01,TX000802,96701.25
Mobile,AHMEDABAD,AED,CUST005743,Web,0,false,LN002712,IKEA,Auto-debit,Apparel,1,mea,APP-450257,2024-04-17,0,TX004208,100952.29
In-Store,Pune,INR,CUST007681,Web,0.38,false,LN009276,IKEA,Neft,Beauty,2,APAC,BEA-727783,2021-04-12,107075.32,TX008776,45481.46
Online,TORONTO,USD,CUST008955,POS,0.2,false,LN006172,DMart,Upi,Home,1,Latam,HOM-799244,2022-10-13,80854.7,TX001695,101068.38
Online,Toronto,INR,CUST002503,Web,0.01,false,LN008261,Flipkart,Card,Grocery,1,APAC,GRO-692799,2025-05-12,113086.42,TX001894,69834.72
In-Store,Madrid,USD,CUST008818,POS,0.04,false,LN000203,IKEA,Upi,Grocery,2,Latam,GRO-436851,2021-08-30,212343.74,TX006509,110595.7
In-Store,PARIS,INR,CUST003771,POS,0.14,false,LN001446,Myntra,Upi,Toys,1,Apac,TOY-121102,2023-02-11,64736.31,TX003760,75274.78
