LoanID,CustomerID,LoanType,PrincipalAmount,InterestRate,TermMonths,StartDate,EndDate,EMIAmount,PaymentStatus,PaymentType,LastPaymentDate,DefaultFlag
LN008842,CUST009397,Personal,1248716,14.82,12,2018-12-11,2020-01-31,119481.31,On-time,Cash,2019-03-10,0
LN009136,CUST005415,Personal,3784689,21.96,18,2023-09-09,2025-03-18,279520.31,Late,Auto-debit,2023-10-19,0
LN009296,CUST003012,Personal,3008607,10.65,36,2016-05-16,2019-06-22,110273.8,Missed,Netbanking,2016-07-01,1
LN009402,CUST007065,Home,4511167,9.92,48,2025-01-06,2028-12-07,131274.96,On-time,Upi,2025-03-09,0
LN009508,CUST006658,Personal,3262264,21.59,36,2023-06-21,2026-07-04,149312.01,On-time,Auto-debit,2023-08-12,0
LN009655,CUST009657,Business,1397908,18.06,60,2023-07-05,2028-04-22,44336.98,On-time,Neft,2023-09-28,0
LN000248,CUST008517,Education,2497921,20.31,24,2025-01-06,2027-02-06,146357.35,On-time,Card,2025-03-15,0
LN000313,CUST005263,Auto,2675208,12.58,60,2020-03-28,2025-01-29,72631.9,On-time,Auto-debit,2020-05-28,0
LN000416,CUST003207,Home,3764759,21.62,24,2016-08-01,2018-09-12,224693.37,Late,Cash,2016-09-14,0
LN000747,CUST000888,Personal,533318,7.41,48,2017-09-27,2021-08-18,5000,On-time,Netbanking,2017-11-13,0
LN001041,CUST003220,Business,277153,8.26,36,2018-12-08,2021-11-19,9606.43,On-time,Neft,2019-03-10,0
LN001080,CUST006795,Auto,3763915,13.84,36,2021-03-31,2024-02-10,147963.68,On-time,Upi,2021-05-27,0
LN001590,CUST006824,Home,1123005,8.5,12,2024-09-02,2025-07-05,101538.37,Late,Upi,2024-10-13,0
LN001677,CUST001996,Auto,659715,22.83,24,2024-01-27,2026-03-04,40039.2,On-time,Neft,2024-04-08,0
LN001935,CUST000862,Personal,2920216,13.02,48,2019-07-18,2023-06-06,92522.18,On-time,Upi,2019-09-10,0
LN002056,CUST004729,Personal,2730621,7.68,48,2021-11-06,2025-12-09,74363.91,On-time,Auto-debit,2021-12-10,0
LN002149,CUST008732,Home,2163520,16.01,36,2025-01-04,2027-11-07,88962.74,On-time,Cash,2025-02-28,0
LN002730,CUST007367,Personal,0,13.37,60,2025-05-03,2030-06-02,78828.56,Missed,Neft,2025-07-16,0
LN003212,CUST007266,Home,1372387,23.8,48,2024-06-04,2028-07-08,55810.4,On-time,Netbanking,2024-07-31,0
LN003747,CUST000987,Credit Line,3609314,10.73,24,2021-07-22,2023-07-16,182661.37,On-time,Netbanking,2021-08-16,0
LN003868,CUST006263,Personal,2950249,17.31,12,2023-12-08,2024-11-11,288411.43,On-time,Neft,2024-01-03,0
LN004279,CUST007934,Personal,1079007,22.24,12,2017-08-22,2018-09-01,109914.85,On-time,Netbanking,2017-09-29,0
LN005090,CUST001392,Education,3677187,16.33,60,2016-05-03,2021-05-17,111326.84,On-time,Upi,2016-06-07,0
LN005290,CUST008270,Personal,134798,11.08,60,2023-03-03,2028-03-03,5000,On-time,Card,2023-05-27,0
LN005535,CUST008950,Home,2116560,9.34,60,2017-06-01,2022-06-10,51749.89,On-time,Upi,2017-07-01,0
LN005561,CUST003617,Personal,2540700,9.37,36,2022-02-21,2025-03-03,90413.63,On-time,Auto-debit,2022-05-24,0
LN005875,CUST005764,Personal,4112517,13.46,36,2022-03-28,2025-02-10,160365.32,On-time,Auto-debit,2022-06-29,0
LN006281,CUST009766,Home,2776209,15.78,60,2021-04-28,2026-04-03,82777.3,On-time,Netbanking,2021-05-30,0
LN006634,CUST001997,Home,2591554,18.8,36,2024-03-16,2027-04-17,112588.62,On-time,Cash,2024-05-06,0
LN006963,CUST000740,Auto,2169301,21.17,60,2020-06-29,2025-05-12,10,On-time,Netbanking,2020-08-25,0
LN007168,CUST004869,Personal,0,15.15,24,2022-01-07,2023-11-29,250967.08,On-time,Upi,2022-04-11,0
LN007336,CUST006941,Personal,2889197,11.94,24,2019-02-07,2021-01-31,149130.72,Late,Cash,2019-03-18,0
LN007578,CUST006720,Education,2983753,10.86,36,2023-06-09,2026-06-15,109884.99,On-time,Neft,2023-07-17,0
LN008068,CUST000092,Education,4890650,22.33,18,2017-01-02,2018-08-10,10,On-time,Netbanking,2017-03-02,0
LN008076,CUST004574,Home,4490884,8.91,60,2021-05-20,2026-06-14,108192.88,On-time,Neft,2021-07-27,1
LN008077,CUST006285,Auto,2921503,7.06,60,2023-10-31,2028-11-03,65879.89,On-time,Neft,2023-12-26,0
LN008750,CUST005271,Business,4535191,19.32,48,2023-01-13,2027-01-01,167499.72,On-time,Netbanking,2023-04-15,0
LN008831,CUST004578,Home,1608683,20.81,72,2016-09-12,2022-08-16,50240.06,Late,Upi,2016-11-14,0
LN009230,CUST004137,Home,2642837,14.49,24,2019-08-07,2021-09-13,142030.47,On-time,Neft,2019-10-09,0
LN009256,CUST008633,Auto,4185505,10.89,60,2016-09-30,2021-09-14,107741.87,On-time,Neft,2016-10-31,0
LN009284,CUST008025,Credit Line,10000,19.92,60,2024-09-08,2029-07-27,15774.25,On-time,Auto-debit,2024-10-11,0
LN009359,CUST000866,Home,2243456,15.14,60,2020-10-20,2025-11-21,65695.87,On-time,Netbanking,2020-11-26,0
LN009554,CUST000093,Home,397634,10.57,36,2018-04-30,2021-04-08,14547.88,On-time,Netbanking,2018-06-17,0
LN009710,CUST001624,Home,1124191,21.42,24,2023-08-23,2025-08-21,66908.1,On-time,Netbanking,2023-09-25,0
LN000009,CUST007441,Auto,2181137,15.75,60,2018-01-14,2023-01-19,64979.71,On-time,Netbanking,2018-02-26,0
LN000361,CUST006374,Home,10000,18.93,60,2018-05-12,2023-05-22,11127.62,On-time,Card,2018-06-26,0
LN000454,CUST008550,Business,1496341,20.19,48,2022-01-25,2025-12-01,56349.71,On-time,Card,2022-04-03,0
LN000743,CUST004737,Personal,345430,10.16,24,2022-09-18,2024-10-30,17317.56,On-time,Neft,2022-11-06,0
LN001120,CUST004284,Personal,256510,15.69,48,2019-09-13,2023-09-15,5000,Missed,Netbanking,2019-10-25,0
LN001692,CUST006711,Home,4774475,17.57,84,2024-07-19,2031-07-11,126745.26,Late,Auto-debit,2024-08-21,0
LN002075,CUST000735,Home,10000,18.78,36,2020-09-28,2023-08-21,56411.68,On-time,Upi,2020-11-02,0
LN002327,CUST000791,Personal,2038401,18.35,48,2019-09-22,2023-09-15,73637.24,On-time,Auto-debit,2019-12-06,0
LN002339,CUST009033,Personal,3321006,22.77,36,2023-10-05,2026-08-13,155266.26,On-time,Netbanking,2023-11-14,0
LN002367,CUST000439,Home,3342611,14.06,24,2025-05-15,2027-05-02,178439.72,Late,Card,2025-06-30,0
LN003222,CUST003683,Education,4270801,10.9,36,2019-04-16,2022-03-05,157426.47,On-time,Netbanking,2019-05-31,0
LN003566,CUST000497,Personal,1353378,8.47,48,2016-10-23,2020-11-13,37747.97,On-time,Upi,2016-12-24,0
LN004639,CUST006597,Home,133039,17.05,36,2018-11-14,2021-11-09,5585.79,Late,Card,2019-01-20,0
LN005219,CUST007959,Personal,1496335,19.98,48,2021-03-23,2025-04-29,56087.62,On-time,Netbanking,2021-05-09,0
LN005626,CUST008312,Education,3911920,14.38,24,2017-03-09,2019-02-24,209874.51,On-time,Netbanking,2017-06-06,0
LN005769,CUST003663,Home,762184,23.78,24,2020-10-07,2022-08-29,46861.61,On-time,Netbanking,2020-11-26,0
LN005842,CUST002210,Auto,2141160,8.22,48,2023-07-06,2027-06-22,59274.45,On-time,Cash,2023-08-11,0
LN005865,CUST003175,Education,2326991,21.57,72,2021-12-06,2027-12-19,74146.98,Late,Card,2022-02-02,0
LN005998,CUST000616,Auto,3527955,18.95,48,2021-12-16,2026-01-06,129211.35,On-time,Upi,2022-01-21,0
LN006299,CUST007128,Personal,1745151,15.89,48,2016-03-05,2020-02-01,59466.02,On-time,Netbanking,2016-05-09,0
LN006349,CUST004288,Home,139566,6.87,24,2016-11-19,2018-12-19,6614.27,On-time,Card,2016-12-31,0
LN006682,CUST004479,Auto,3104177,9.26,60,2020-11-23,2025-09-27,75690.18,On-time,Netbanking,2020-12-30,0
LN006712,CUST008999,Personal,196503,18.41,48,2020-09-16,2024-09-11,7108.5,On-time,Neft,2020-12-15,0
LN006787,CUST003662,Auto,345506,6.51,20,2017-02-24,2019-01-25,16270.45,On-time,Netbanking,2017-04-07,0
LN006884,CUST008588,Education,2555808,8.14,36,2021-04-12,2024-05-23,88331.56,On-time,Card,2021-07-15,0
LN007208,CUST001157,Personal,4925908,19.65,60,2025-07-25,2030-06-28,162760.21,On-time,Card,2025-09-08,0
LN007252,CUST004182,Personal,10000,19.48,48,2019-01-10,2022-11-22,10153.89,On-time,Card,2019-02-21,0
LN007914,CUST003944,Home,2509921,20,48,2019-06-07,2023-05-15,91131.05,On-time,Cash,2019-07-23,0
LN008439,CUST006912,Personal,1341306,0.5,36,2016-06-14,2019-07-19,58920.59,On-time,Neft,2016-09-07,0
LN008540,CUST003614,Home,4530722,18.47,48,2016-12-08,2020-11-16,164125.4,On-time,Cash,2017-03-07,0
LN008692,CUST006842,Home,2410922,7.38,36,2019-08-05,2022-06-21,81797.23,On-time,Card,2019-08-30,0
LN008709,CUST009235,Auto,3892487,18.07,48,2020-08-17,2024-07-04,139707.85,On-time,Neft,2020-10-11,0
LN008990,CUST001300,Business,1766483,8.99,48,2021-10-29,2025-09-22,50035.63,On-time,Card,2021-12-02,0
LN009122,CUST006191,Personal,1068303,23.06,60,2021-08-14,2026-07-10,38334.27,On-time,Neft,2021-09-14,0
LN009334,CUST005224,Credit Line,2572370,9.18,24,2020-11-28,2022-10-14,126860.71,On-time,Card,2021-02-04,0
LN000267,CUST009594,Auto,2607588,12.88,48,2021-05-13,2025-02-26,82312.86,On-time,Upi,2021-06-10,0
LN000673,CUST000243,Personal,2030789,20.34,60,2020-04-14,2025-04-06,68268.36,On-time,Auto-debit,2020-07-13,0
LN000876,CUST005195,Home,1408354,13.71,12,2024-08-04,2025-09-06,133453.28,On-time,Upi,2024-09-05,0
LN001114,CUST007840,Credit Line,2241385,10.66,12,2016-10-01,2017-09-15,206693.05,On-time,Netbanking,2016-11-28,0
LN001350,CUST007059,Credit Line,2986152,18.24,36,2020-04-03,2023-03-17,128338.18,On-time,Cash,2020-06-04,0
LN001743,CUST000905,Credit Line,4495783,15.35,84,2023-06-15,2030-06-17,111029.78,On-time,Upi,2023-07-31,0
LN001871,CUST001182,Null,1893148,10.18,72,2025-09-01,2031-08-14,42353.93,On-time,Card,2025-11-04,0
LN002702,CUST005275,Auto,3449370,23,60,2020-07-30,2025-06-10,123602.43,On-time,Cash,2020-10-10,0
LN005568,CUST007120,Personal,2970257,22.71,36,2017-01-28,2020-02-27,138719.25,On-time,Card,2017-04-13,0
LN003063,CUST001033,Education,3125216,20,48,2023-07-19,2027-08-09,107924.13,On-time,Auto-debit,2023-08-20,0
LN003095,CUST000404,Home,68189,22.31,24,2023-09-05,2025-10-16,4108.96,On-time,Auto-debit,2023-12-05,0
LN003101,CUST009618,Credit Line,679079,14.4,84,2024-07-03,2031-07-25,16233.22,On-time,Netbanking,2024-08-08,1
LN003592,CUST003135,Business,4562037,11.8,72,2018-01-11,2023-11-09,108221.66,On-time,Card,2018-04-01,0
LN003703,CUST009161,Business,10000,20.26,24,2021-04-01,2023-04-20,240758.89,On-time,Netbanking,2021-05-14,0
LN003877,CUST009176,Home,10000,9.42,18,2023-02-17,2024-06-27,64929.83,Late,Card,2023-04-05,0
LN003996,CUST002969,Home,4234766,0,24,2021-11-12,2023-10-26,234394.3,On-time,Netbanking,2022-02-06,0
LN004188,CUST000256,Home,2470432,15.76,36,2020-08-06,2023-08-23,101068.12,On-time,Cash,2020-09-05,0
LN004208,CUST000863,Auto,4306668,21.48,60,2020-11-26,2025-11-29,148867.16,Late,Cash,2020-12-31,1
LN004320,CUST007400,Education,1692249,19.89,36,2016-04-22,2019-03-13,75055.94,On-time,Cash,2016-06-30,0
LN005113,CUST008145,Education,3687937,12.16,60,2017-01-17,2022-01-20,98836.71,On-time,Cash,2017-03-17,0
LN005135,CUST006576,Personal,4642148,6.67,36,2021-02-13,2024-01-28,154751.16,Late,Netbanking,2021-05-09,0
LN005572,CUST006610,Business,1348162,20.08,48,2017-04-09,2021-05-14,50645.95,Late,Cash,2017-05-28,0
LN005957,CUST006368,Home,1728068,9.06,2,2024-07-10,2028-07-28,49048.33,Late,Auto-debit,2024-09-06,0
LN006368,CUST001241,Personal,1966215,15.23,60,2024-12-29,2029-10-28,57724.8,On-time,Auto-debit,2025-03-07,0
LN006727,CUST004373,Auto,2473017,20,24,2016-06-05,2018-05-04,116664.58,On-time,Cash,2016-07-21,0
LN006734,CUST004989,Auto,4575007,14.78,60,2020-11-25,2025-11-29,132598.95,On-time,Upi,2021-01-07,0
LN007039,CUST007462,Home,4806181,16.82,48,2023-04-23,2027-02-16,167495.41,On-time,Neft,2023-07-22,0
LN007052,CUST009996,Personal,3068349,20,12,2021-11-21,2022-12-12,288757.21,Late,Netbanking,2021-12-26,0
LN007638,CUST001210,Personal,2809413,12.74,60,2023-04-10,2028-05-03,76650.15,On-time,Neft,2023-06-28,0
LN007679,CUST006355,Auto,2370606,9.88,36,2021-01-09,2024-02-09,85368.16,On-time,Auto-debit,2021-04-06,0
LN007866,CUST007744,Education,4408185,22.74,48,2024-12-24,2028-12-29,175372.29,On-time,Upi,2025-02-15,1
LN008119,CUST008377,Auto,1065720,13.88,12,2022-11-19,2023-09-29,101136.83,On-time,Cash,2023-01-18,0
LN008252,CUST002491,Auto,521822,20.06,36,2016-11-17,2019-10-21,23218.18,On-time,Cash,2017-02-10,0
LN008900,CUST004874,Personal,2552557,14.11,48,2024-01-02,2027-11-22,83192.09,On-time,Auto-debit,2024-03-29,0
LN009018,CUST009683,Personal,4224611,15.46,60,2016-06-27,2021-06-18,124837.26,On-time,Upi,2016-08-26,0
LN009138,CUST006368,Credit Line,4056969,16.8,36,2023-09-16,2026-09-16,169491.15,Missed,Upi,2023-11-05,0
LN009428,CUST006556,Home,108694,8.85,60,2023-09-03,2028-09-01,2613.18,On-time,Cash,2023-12-04,0
LN009604,CUST005359,Personal,1504232,12.28,72,2017-07-27,2023-08-11,36285.42,On-time,Upi,2017-10-22,0
LN009642,CUST006859,Business,957993,21.53,60,2021-04-14,2026-04-24,33154.54,On-time,Auto-debit,2021-06-20,0
LN009934,CUST004026,Business,2585055,11.6,48,2019-01-19,2022-12-04,78844.18,On-time,Auto-debit,2019-03-22,0
LN000059,CUST002307,Credit Line,2955900,14.74,36,2020-07-17,2023-08-28,118416.64,On-time,Auto-debit,2020-10-19,0
LN000330,CUST000144,Personal,2662722,18.52,84,2024-03-11,2031-03-25,72793.75,On-time,Auto-debit,2024-04-20,0
LN000414,CUST001968,Personal,3824093,22.48,36,2022-07-13,2025-07-19,177862.81,On-time,Card,2022-08-12,0
LN000527,CUST001072,Home,4821325,7.69,72,2017-03-10,2022-12-19,97859.5,On-time,Netbanking,2017-05-27,0
LN000668,CUST007259,Education,708844,17.05,48,2019-04-05,2023-02-14,24839.08,On-time,Cash,2019-05-05,0
LN000855,CUST002751,Auto,604092,8.97,60,2023-12-18,2028-12-23,14583.79,On-time,Netbanking,2024-02-05,0
LN001206,CUST002751,Personal,2788593,6.66,60,2020-02-25,2025-03-05,61953.24,On-time,Netbanking,2020-04-18,0
LN001808,CUST004884,Personal,1772626,6.55,36,2021-08-07,2024-08-23,58915.19,On-time,Netbanking,2021-09-20,0
LN001977,CUST001140,Home,4847936,23.87,60,2019-02-23,2023-12-10,177232.46,On-time,Upi,2019-05-19,0
LN002127,CUST005052,Personal,903409,15.55,24,2019-07-08,2021-05-17,49348.72,On-time,Upi,2019-08-28,0
LN002223,CUST009133,Auto,10000,14.75,36,2025-04-24,2028-03-23,40141.13,On-time,Auto-debit,2025-06-14,0
LN002224,CUST003285,Home,4278891,7.31,36,2016-11-28,2019-12-28,144923.66,On-time,Upi,2017-01-19,0
LN002272,CUST000054,Personal,372268,20.23,36,2016-11-01,2019-09-10,16616.6,On-time,Neft,2016-12-10,0
LN002295,CUST002146,Personal,4536418,22.47,60,2019-12-15,2024-11-12,160551.39,On-time,Auto-debit,2020-03-02,0
LN002714,CUST001770,Business,4900457,18.41,60,2024-05-21,2029-04-29,156855.46,Late,Neft,2024-07-02,0
LN002887,CUST006567,Personal,4495877,13.8,36,2025-01-26,2027-12-24,176588.06,Late,Card,2025-03-28,1
LN003260,CUST006823,Personal,257050,16.45,36,2021-06-10,2024-06-21,10664,On-time,Card,2021-07-10,1
LN003435,CUST000359,Education,1346858,9.8,48,2016-04-06,2020-02-04,39058.88,On-time,Netbanking,2016-06-29,0
LN003686,CUST003790,Auto,668677,10.6,48,2024-03-02,2028-04-06,19837.42,On-time,Neft,2024-04-09,0
LN003797,CUST004160,Personal,1789044,14.96,36,2021-07-08,2024-05-26,71999.08,On-time,Card,2021-09-26,0
LN004119,CUST007021,Business,4946005,10.46,48,2016-08-23,2020-08-15,146154.45,On-time,Card,2016-11-14,0
LN004132,CUST001416,Business,3541516,17.16,60,2020-05-01,2025-02-10,109668.95,Late,Neft,2020-06-02,0
LN004271,CUST008118,Auto,4566351,18.61,48,2018-10-09,2022-09-10,165948.81,On-time,Card,2018-12-04,0
LN006207,CUST005213,Business,10000,7.43,72,2020-11-30,2026-12-20,14477.82,Late,Cash,2021-01-10,0
LN006258,CUST006541,Personal,2228472,20.98,24,2023-01-13,2024-11-03,131814.12,On-time,Card,2023-03-29,0
LN006293,CUST000784,Home,2326479,15.61,36,2017-07-10,2020-07-16,94888.03,On-time,Auto-debit,2017-09-15,0
LN006417,CUST009878,Personal,4872424,13.86,84,2022-12-12,2029-09-20,114281.54,On-time,Auto-debit,2023-01-07,0
LN006532,CUST002179,Home,3685863,14.88,48,2019-07-23,2023-08-28,122493.51,On-time,Upi,2019-09-05,0
LN006852,CUST001526,Auto,265174,23.87,24,2018-09-24,2020-07-28,16323.67,On-time,Neft,2018-12-24,0
LN007359,CUST007359,Education,1220285,18.92,48,2025-06-09,2029-07-09,44662.43,On-time,Neft,2025-08-24,0
LN007723,CUST001148,Personal,4320041,14.95,36,2025-03-08,2028-02-04,173821.65,Late,Card,2025-05-09,0
LN007851,CUST009267,Personal,707257,12.47,48,2022-08-04,2026-07-15,22084.1,Late,Upi,2022-10-15,0
LN007984,CUST003581,Home,2455619,23.79,24,2022-05-20,2024-04-24,5000,On-time,Netbanking,2022-08-22,0
LN008796,CUST002077,Home,956493,16.32,36,2016-08-02,2019-06-08,39577.55,On-time,Netbanking,2016-10-10,0
LN008872,CUST002879,Home,4666641,13.67,36,2024-09-25,2027-07-16,182789.74,Missed,Auto-debit,2024-11-20,1
LN008949,CUST005511,Auto,620996,20.37,24,2017-05-03,2019-05-03,36416.24,On-time,Upi,2017-07-04,0
LN008951,CUST000898,Auto,1498278,17.63,36,2017-09-27,2020-10-04,63631.03,On-time,Auto-debit,2017-10-30,0
LN009043,CUST001027,Education,4832483,11.63,60,2022-05-14,2027-04-23,127376.2,On-time,Netbanking,2022-06-28,0
LN009140,CUST009705,Home,3271185,8.79,60,2024-08-02,2029-06-28,78481.18,On-time,Card,2024-09-19,0
LN009768,CUST000283,Personal,4035034,12.55,36,2018-02-01,2021-01-24,154284.01,On-time,Auto-debit,2018-03-27,0
LN009817,CUST007551,Home,4053086,7.96,36,2020-06-21,2023-07-09,139471.19,On-time,Card,2020-08-27,0
LN000048,CUST009876,Home,4415668,23.93,24,2017-10-29,2019-09-16,272041.95,On-time,Cash,2018-01-27,0
LN000138,CUST003109,Personal,378061,23.86,36,2017-03-20,2020-02-15,18018.81,On-time,Neft,2017-06-19,0
LN000328,CUST009569,Auto,1220382,17.13,36,2016-09-14,2019-07-18,51320.45,On-time,Auto-debit,2016-11-16,0
LN000478,CUST002719,Home,1007457,21,48,2023-07-06,2027-05-24,38619.18,Late,Upi,2023-08-05,0
LN000612,CUST004230,Home,2878083,7.18,36,2018-06-18,2021-05-19,5000,On-time,Auto-debit,2018-07-13,0
LN000745,CUST002694,Personal,4521478,11.51,36,2017-04-21,2020-05-03,168965.12,On-time,Card,2017-07-07,0
LN008657,CUST006402,Personal,2191961,7.38,24,2021-11-04,2023-10-14,104812.27,On-time,Neft,2022-02-06,0
LN001096,CUST006964,Home,3553857,17.35,48,2016-03-24,2020-02-26,125421.54,On-time,Upi,2016-04-21,0
LN001455,CUST009960,Business,4249510,11.99,36,2020-08-10,2023-08-29,160501.63,On-time,Neft,2020-09-17,0
LN001511,CUST005681,Credit Line,3597769,19.02,72,2020-04-27,2026-04-12,106993.65,On-time,Card,2020-07-20,0
LN002064,CUST003814,Credit Line,2804984,16.55,1,2021-11-15,2024-10-11,116601.63,Late,Neft,2022-02-04,0
LN002207,CUST002991,Credit Line,1187916,19.38,36,2023-02-08,2025-12-18,52182.51,On-time,Cash,2023-04-22,0
LN002644,CUST004240,Credit Line,1640353,21.44,36,2020-11-16,2023-09-19,74873,On-time,Card,2020-12-30,0
LN002656,CUST008472,Business,4238942,7.53,48,2019-09-07,2023-09-14,5000,On-time,Auto-debit,2019-10-12,0
LN003297,CUST009057,Home,682143,11.27,24,2024-12-26,2026-12-06,34829.08,On-time,Cash,2025-02-24,1
LN003403,CUST001497,Auto,936768,7.19,18,2021-11-07,2023-06-02,57655.47,On-time,Netbanking,2022-01-29,0
LN003528,CUST009756,Home,2496006,12.27,12,2022-02-03,2023-01-26,233522.16,On-time,Card,2022-04-24,1
LN003678,CUST000178,Credit Line,281990,19.33,24,2025-05-22,2027-06-11,16291.97,On-time,Cash,2025-07-13,0
LN003905,CUST008064,Personal,1507640,23.73,36,2020-10-20,2023-10-01,71692.47,Late,Auto-debit,2020-12-05,0
LN003921,CUST003124,Auto,2352290,6.72,36,2018-09-12,2021-09-20,78514.21,On-time,Auto-debit,2018-11-26,1
LN004410,CUST006390,Home,1822271,11.51,48,2017-05-31,2021-05-21,55442.6,Late,Auto-debit,2017-07-25,0
LN004787,CUST006018,Education,2905575,15.14,60,2018-01-30,2022-12-07,85084.92,On-time,Card,2018-03-20,1
LN004791,CUST000472,Personal,2628456,16,48,2025-05-22,2029-05-07,89805.58,On-time,Upi,2025-07-17,0
LN004882,CUST004370,Home,3405736,17.52,36,2020-07-20,2023-06-19,144327.52,On-time,Neft,2020-09-03,0
LN005237,CUST005948,Auto,4636767,19.6,36,2020-01-11,2023-01-23,204532.94,On-time,Auto-debit,2020-02-29,0
LN005273,CUST000744,Personal,3682460,22.06,24,2017-06-24,2019-07-08,221131.72,Late,Auto-debit,2017-08-11,0
LN005545,CUST009402,Home,3475733,15.16,60,2016-06-14,2021-03-31,101838.98,Late,Cash,2016-08-01,0
LN006477,CUST000363,Home,4114788,14.51,48,2019-03-31,2023-02-06,135479.39,On-time,Netbanking,2019-06-07,0
LN006500,CUST007547,Auto,2240127,21.03,24,2023-08-12,2025-07-23,132596.85,On-time,Neft,2023-10-21,0
LN006541,CUST009153,Home,4901316,8.54,72,2018-08-24,2024-07-29,102954.87,On-time,Upi,2018-11-24,0
LN006737,CUST000385,Personal,2342038,17.14,60,2023-12-25,2028-10-30,72486.08,On-time,Neft,2024-01-27,0
LN006903,CUST007624,Personal,4016985,7.36,72,2025-06-05,2031-04-15,80428.97,On-time,Neft,2025-08-24,0
LN006952,CUST003938,Personal,3287123,13.58,36,2016-03-06,2019-01-20,128508.25,Late,Cash,2016-04-13,0
LN007035,CUST002550,Personal,4017511,18.47,36,2020-02-15,2023-01-13,173433.72,On-time,Card,2020-03-23,0
LN007411,CUST009287,Personal,3928940,15.58,36,2017-02-03,2020-01-15,160147.96,On-time,Auto-debit,2017-04-05,0
LN007672,CUST007786,Education,2416069,10.69,48,2024-06-06,2028-04-12,71857.92,On-time,Netbanking,2024-07-08,0
LN007706,CUST008135,Home,74508,13.29,24,2021-04-15,2023-03-18,3929.68,On-time,Card,2021-06-05,0
LN007880,CUST000735,Home,2948679,15.55,24,2019-12-15,2021-11-28,161071.59,On-time,Neft,2020-01-11,0
LN007953,CUST005599,Auto,1917730,9.27,60,2018-02-17,2023-02-17,46776.63,On-time,Netbanking,2018-04-06,0
LN008468,CUST008974,Auto,2419067,12.1,48,2023-08-21,2027-07-20,74789.49,Missed,Upi,2023-09-18,0
LN008712,CUST009375,Education,1016907,10.75,24,2017-02-23,2018-12-18,51480.92,On-time,Cash,2017-04-26,0
LN008728,CUST004783,Education,2595560,7.63,24,2024-09-22,2026-09-26,124651.77,On-time,Upi,2024-10-28,0
LN008911,CUST006633,Home,4054574,15.54,60,2025-09-29,2030-08-17,120082.97,On-time,Upi,2025-11-10,0
LN009022,CUST008188,Personal,1585197,14.31,48,2020-07-10,2024-06-22,51928.41,On-time,Upi,2020-09-04,0
LN009621,CUST009491,Business,4333196,19.33,60,2016-02-07,2021-02-02,142020.5,On-time,Card,2016-04-15,1
LN009786,CUST003176,Personal,3689307,12.31,24,2021-07-10,2023-07-19,191567.27,On-time,Cash,2021-09-04,0
LN000188,CUST002713,Personal,2914608,20.01,48,2022-11-01,2026-12-05,109322.09,On-time,Upi,2022-12-14,1
LN000435,CUST003913,Personal,1954954,9.14,12,2023-09-26,2024-10-28,177803.07,On-time,Upi,2023-11-23,0
LN000558,CUST009183,Home,1364027,20,36,2024-07-26,2027-08-14,45971.5,On-time,Upi,2024-09-18,0
LN000811,CUST000172,Personal,1034752,22.06,48,2021-06-22,2025-07-11,40579.52,On-time,Netbanking,2021-08-27,0
LN000845,CUST005299,Personal,3320861,20.66,60,2022-09-11,2027-08-15,112521.84,On-time,Netbanking,2022-10-31,0
LN001888,CUST006617,Personal,4705705,22.23,60,2023-05-11,2028-02-25,165601.6,On-time,Neft,2023-07-11,0
LN001944,CUST005760,Personal,4201872,17.08,48,2018-10-02,2022-08-17,147345.64,On-time,Card,2018-11-04,0
LN002231,CUST008961,Personal,3528789,13.37,72,2018-06-23,2024-07-18,88327.55,On-time,Cash,2018-07-26,0
LN002364,CUST002614,Personal,3563360,21.77,48,2017-08-30,2021-06-19,138881.96,On-time,Upi,2017-11-15,0
LN002529,CUST003003,Education,113715,11.56,36,2025-01-23,2027-11-16,4254.2,On-time,Upi,2025-02-21,0
LN002543,CUST006163,Personal,408990,21.71,48,2025-07-15,2029-06-01,15919.94,On-time,Card,2025-09-24,0
LN003142,CUST004455,Home,3577640,23,48,2018-07-15,2022-08-04,143105.6,Late,Upi,2018-09-22,0
LN003184,CUST002267,Home,1429345,15.86,60,2025-03-23,2030-03-30,42713.59,Late,Card,2025-04-25,0
LN003894,CUST002968,Personal,2578510,19.83,12,2023-06-19,2024-05-31,257485.71,On-time,Netbanking,2023-07-17,0
LN004434,CUST004020,Auto,1487528,16.84,24,2025-01-31,2026-12-05,82855.31,On-time,Card,2025-03-13,1
LN004666,CUST007890,Personal,2097173,11.35,48,2022-10-14,2026-10-04,63526.87,On-time,Neft,2022-12-12,0
LN004703,CUST007234,Business,4440675,7.19,36,2021-08-18,2024-07-27,149959.13,On-time,Card,2021-09-24,0
LN005179,CUST004491,Personal,3141202,23.19,18,2019-02-18,2020-09-23,235214.95,On-time,Neft,2019-05-22,0
LN005236,CUST005617,Education,785222,10.41,36,2023-02-12,2025-12-28,28623.52,Late,Netbanking,2023-03-28,0
LN005384,CUST008413,Personal,2345014,23.23,36,2022-01-04,2025-01-06,110534.84,On-time,Neft,2022-02-22,0
LN005557,CUST009921,Auto,4106527,23.16,84,2019-06-28,2026-06-16,128143.2,On-time,Auto-debit,2019-09-01,0
LN005622,CUST005113,Home,1742893,16.97,72,2023-01-02,2029-01-14,48854.26,On-time,Cash,2023-04-06,0
