LoanID,CustomerID,RegionID,Application_Date,Approval_Status,Disbursement_Date,Loan_Amount,Interest_Rate,Term_Months,Loan_Type,CreditScore_At_Application,EMI_Amount,Collateral_Type,Payment_Frequency,Channel,SourceSystem,Default_Status,Default_Date
L0007341,C004227,R0244,12-07-2020,Rejected,,12514.12,13.92,72.0,Home loan,719,257.33,,MONTHLY,Partner,CoreBank,0,
L0007342,C001295,R0070,2025-04-23,Approved,05-21-2025,8160.33,10.8,60.0,Home loan,577,176.61,Guarantee,MONTHLY,BRANCH,CoreBank,0,
L0007343,C005477,R0466,13-Aug-2022 13:00,Approved,2022-08-26,14248.27,10.52,48.0,BUSINESS LOAN,678,364.94,FD,Biweekly,BRANCH,Campaign,1,
L0007344,C006942,R0122,29/10/2024,Approved,14/11/2024,11864.43,13.51,48.0,Gold loan,668,321.3,FD,Biweekly,Partner,Salesforce,0,
L0007345,C004396,R0294,2025/04/07 09:17:01,Rejected,,12304.56,11.78,84.0,BUSINESS LOAN,661,215.76,None,MONTHLY,Branch,Campaign,0,
L0007346,C001894,R0121,03/09/2021,Approved,01/10/2021,16568.33,14.5,84.0,Auto Loan,613,315.08,Gold,Monthly,Partner,PartnerAPI,0,
L0007347,C000163,R0126,2023/09/28 07:52:20,Approved,10-30-2023,11317.85,12.45,72.0,Home Loan,775,223.92,Gold,Biweekly,BRANCH,Campaign,0,
L0007348,C006933,R0023,07/03/2022,Approved,04-May-2022 13:24,13443.68,10.56,24.0,Auto loan,689,623.84,None,Monthly,Agent,PartnerAPI,0,
L0007349,C003296,R0208,2023-07-17,Approved,2023/08/08 17:17:35,14139.47,14.08,18.0,Gold Loan,774,875.98,Guarantee,Monthly,Agent,Salesforce,no,
L0007350,C003164,R0287,2025/09/09 13:26:26,Approved,2025-10-31,12597.13,11.14,12.0,Personal Loan,711,1114.18,Gold,Biweekly,Partner,PartnerAPI,0,
L0007351,C003661,R0476,2022-02-28,Approved,28-Apr-2022 23:34,8194.03,15.03,48.0,Business loan,655,228.17,None,MONTHLY,Agent,CoreBank,0,
L0007352,C006493,R0328,2023/01/23 05:25:41,Approved,"Feb 12, 2023",9023.88,10.72,18.0,Auto loan,785,544.94,FD,MONTHLY,Partner,CoreBank,0,
L0007353,C004276,R0371,2024-11-08,Pending,,13545.09,19.18,18.0,Home Loan,619,871.89,Gold,Monthly,Partner,Campaign,0,
L0007354,C004910,R0296,"Sep 23, 2022",Approved,2022/10/07 16:12:03,11558.75,11.11,72.0,BUSINESS LOAN,593,220.66,Guarantee,MONTHLY,MobileApp,Salesforce,0,
L0007355,C002731,R0167,2021-07-15,Approved,02-Sep-2021 16:12,8846.93,11.16,12.0,personal loan,,782.57,Guarantee,MONTHLY,MobileApp,CoreBank,0,
L0007356,C005962,R0276,30/06/2024,Approved,27-Aug-2024 18:10,10570.64,6.41,12.0,Business Loan,900,911.77,Vehicle,MONTHLY,MobileApp,PartnerAPI,0,
L0007357,C005528,R0469,06-16-2024,Approved,06-19-2024,10636.16,20.48,18.0,Personal loan,862,691.29,None,MONTHLY,Agent,Salesforce,0,
L0007358,C001269,R0459,2020/12/13 22:15:16,Approved,2020/12/31 22:15:16,6434.41,16.67,24.0,gold loan,690,317.11,Property,Monthly,Online,Salesforce,1,
L0007359,C005997,R0461,2024/06/04 18:33:46,Approved,06-05-2024,16179.42,22.33,72.0,Business loan,653,409.7,FD,Biweekly,Partner,PartnerAPI,0,
L0007360,C004937,R0335,2024/05/19 21:51:15,Approved,"Jun 11, 2024",12194.89,6.98,36.0,Education Loan,516,376.43,Guarantee,Biweekly,MobileApp,Campaign,0,
L0007361,C000476,R0069,21-Sep-2025 18:47,Approved,11-01-2025,10405.18,12.63,24.0,EDUCATION LOAN,686,492.87,Guarantee,MONTHLY,BRANCH,CoreBank,0,
L0007362,C000558,R0399,2024/05/16 20:08:01,Approved,07/07/2024,9063.71,20.32,60.0,AUTO LOAN,683,241.75,None,Monthly,BRANCH,PartnerAPI,0,
L0007363,C002303,R0028,29-Dec-2024 01:25,Approved,2025/01/17 01:25:17,11574.7,9.65,12.0,Auto Loan,670,1015.72,NONE,MONTHLY,Branch,Salesforce,1,
L0007364,C002115,R0384,15-Jun-2022 16:59,Approved,2022/07/13 16:59:32,19695.04,18.13,48.0,Auto loan,713,579.88,Guarantee,Biweekly,Agent,PartnerAPI,0,
L0007365,C003240,R0326,2021-08-02,Rejected,,8666.79,10.1,84.0,Home Loan,636,144.33,Vehicle,Biweekly,Online,Campaign,0,
L0007366,C002488,R0476,2023/09/20 04:32:11,Approved,09/10/2023,12749.22,15.2,36.0,EDUCATION LOAN,628,443.21,Gold,Biweekly,BRANCH,CoreBank,0,
L0007367,C002287,R0430,02-11-2023,Approved,03-01-2023,19023.71,6.24,36.0,BUSINESS LOAN,774,580.81,,Monthly,Branch,Salesforce,0,
L0007368,C005671,R0055,23-Dec-2021 08:51,Approved,"Jan 23, 2022",11724.21,9.99,72.0,mortgage,686,217.14,Guarantee,Monthly,Agent,Campaign,0,
L0007369,C007277,R0422,"Jun 26, 2025",Rejected,,9150.46,7.68,24.0,Gold loan,838,412.52,Guarantee,Biweekly,MobileApp,Salesforce,0,
L0007370,C007754,R0448,"Jul 31, 2021",Approved,2021-09-26,15766.23,7.69,72.0,Gold loan,614,274.05,Gold,MONTHLY,BRANCH,Salesforce,0,
L0007371,C004774,R0376,29/06/2024,Approved,22/08/2024,14045.73,8.03,12.0,MORTGAGE,709,1222.01,Property,Monthly,Branch,Salesforce,0,
L0007372,C003495,R0012,"Mar 03, 2025",Approved,10/03/2025,9255.45,9.22,72.0,Personal Loan,618,167.85,NONE,MONTHLY,Branch,CoreBank,0,
L0007373,C004286,R0364,2022-11-16,Approved,31-Dec-2022 17:37,14195.29,20.63,36.0,mortgage,680,532.12,Vehicle,Biweekly,Agent,CoreBank,0,
L0007374,C007406,R0500,31-Jan-2023 22:01,Approved,,8481.65,16.28,72.0,PERSONAL LOAN,596,185.29,FD,Monthly,Online,Salesforce,0,
L0007375,C004321,R0421,2025/07/14 04:28:20,Approved,,16820.6,9.03,72.0,Mortgage,825,303.45,Property,Monthly,Agent,Campaign,0,
L0007376,C000854,R0332,2021/03/16 03:41:13,Approved,03-May-2021 03:41,14029.06,10.29,60.0,Education loan,761,300.08,NONE,Biweekly,Partner,CoreBank,0,
L0007377,C006970,R0069,06-Apr-2023 02:45,Rejected,,17973.68,11.06,60.0,Education Loan,691,391.33,Property,MONTHLY,BRANCH,PartnerAPI,0,
L0007378,C005140,R0022,09-27-2021,Approved,2021/10/22 14:03:03,7847.31,6.25,12.0,Gold Loan,763,676.29,Property,Biweekly,Online,Campaign,0,
L0007379,C004682,R0285,"Dec 27, 2023",Approved,"Jan 09, 2024",6670.59,6.93,48.0,Auto loan,754,159.52,FD,Biweekly,MobileApp,Campaign,0,
L0007380,C005698,R0222,2020/11/19 00:48:48,Approved,11-30-2020,19642.25,12.74,24.0,Gold Loan,731,931.43,Vehicle,Biweekly,MobileApp,PartnerAPI,1,
L0007381,C004319,R0187,2021-06-07,Approved,"Jul 06, 2021",11950.08,7.0,36.0,Auto Loan,565,368.98,Gold,MONTHLY,Branch,Campaign,0,
L0007382,C006056,R0272,"Jun 20, 2023",Approved,"Jul 06, 2023",15643.55,14.09,48.0,Mortgage,616,428.19,None,Monthly,Online,CoreBank,0,
L0007383,C001841,R0021,23/09/2025,Approved,,6814.67,17.96,18.0,Gold Loan,702,434.69,FD,Biweekly,Online,Salesforce,0,
L0007384,C000827,R0072,17-Jul-2022 11:23,Pending,,13347.57,22.81,48.0,BUSINESS LOAN,,426.42,Vehicle,Monthly,Branch,CoreBank,0,
L0007385,C001825,R0306,24-Jan-2022 06:52,Approved,02-14-2022,8759.24,13.81,60.0,mortgage,791,202.95,Vehicle,MONTHLY,Agent,Campaign,0,
L0007386,C007746,R0432,01-04-2024,Approved,"Feb 04, 2024",7221.11,10.55,48.0,Home Loan,738,185.06,None,Biweekly,BRANCH,CoreBank,0,
L0007387,C002115,R0277,2022/06/12 10:51:46,Rejected,,7501.26,11.34,36.0,Personal Loan,670,246.79,Guarantee,Biweekly,Agent,CoreBank,0,
L0007388,C006849,R0394,04-11-2021,Approved,2021/04/30 22:59:44,13223.55,12.35,84.0,AUTO LOAN,658,235.91,Gold,MONTHLY,BRANCH,Campaign,0,
L0007389,C000170,R0310,04-06-2023,Approved,,9607.43,14.34,12.0,gold loan,673,864.16,None,Biweekly,BRANCH,Salesforce,0,
L0007390,C003373,R0295,09/07/2025,Approved,2025/07/30 04:31:47,12937.76,6.13,36.0,Personal Loan,653,394.35,Guarantee,MONTHLY,BRANCH,CoreBank,0,
L0007391,C007764,R0268,"May 03, 2021",Approved,05-30-2021,6934.94,14.07,72.0,Education loan,649,143.16,None,Monthly,Online,Campaign,0,
L0007392,C002303,R0220,2021/12/22 21:50:39,Approved,2022/02/15 21:50:39,18142.66,11.27,84.0,Home loan,691,313.23,Guarantee,MONTHLY,Branch,Salesforce,0,
L0007393,C003919,R0221,01-16-2024,Approved,03/03/2024,21635.89,14.31,72.0,Mortgage,598,449.42,NONE,Monthly,Partner,PartnerAPI,0,
L0007394,C003161,R0129,10-Jun-2022 23:31,Approved,2022/07/12 23:31:11,9058.99,12.65,48.0,gold loan,474,241.46,Guarantee,Biweekly,Partner,PartnerAPI,0,
L0007395,C006991,R0005,24-Jul-2024 19:45,Approved,"Aug 13, 2024",12318.42,,72.0,AUTO LOAN,674,265.31,Guarantee,MONTHLY,MobileApp,CoreBank,0,
L0007396,C003704,R0190,2025-05-08,Approved,2025-05-17,22383.61,12.35,72.0,Education Loan,782,441.69,Property,Biweekly,Agent,PartnerAPI,0,
L0007397,C006964,R0360,05-26-2022,Approved,24/07/2022,6211.68,7.51,84.0,Home Loan,698,95.31,Vehicle,Biweekly,Agent,PartnerAPI,0,
L0007398,C002287,R0429,2021/04/29 01:24:30,Approved,12-May-2021 01:24,7976.98,16.1,60.0,Home Loan,539,194.41,None,MONTHLY,Agent,Salesforce,0,
L0007399,C007892,R0346,"Aug 31, 2021",Pending,,11066.26,8.52,60.0,Mortgage,684,-69937.26829702663,FD,Monthly,BRANCH,PartnerAPI,0,
L0007400,C001388,R0358,2020-12-10,Approved,,7944.61,12.38,48.0,gold loan,636,210.7,Vehicle,Monthly,Online,CoreBank,0,
L0007401,C002254,R0377,2022/12/19 22:57:04,Rejected,,17646.65,7.92,72.0,BUSINESS LOAN,642,308.71,Vehicle,MONTHLY,Partner,PartnerAPI,0,
L0007402,C001902,R0005,2022-04-13,Approved,"May 19, 2022",6935.8,12.24,36.0,HOME LOAN,762,231.16,Vehicle,Biweekly,BRANCH,Salesforce,0,
L0007403,C007298,R0340,09-Mar-2023 04:57,Approved,2023/04/17 04:57:33,11613.62,11.61,84.0,education loan,661,202.6,FD,MONTHLY,Branch,Campaign,0,
L0007404,C004102,R0241,2023-09-20,Approved,2023-11-14,13885.09,11.59,24.0,Gold loan,,650.96,FD,Biweekly,Agent,CoreBank,no,
L0007405,C002026,R0358,2021-01-13,Approved,02-27-2021,3315.36,18.2,60.0,Home Loan,524,84.55,None,MONTHLY,Agent,CoreBank,0,
L0007406,C006523,R0387,"Jun 29, 2025",Approved,"Jul 23, 2025",15993.8,16.09,72.0,Personal loan,704,347.73,Vehicle,Monthly,Agent,CoreBank,0,
L0007407,C004066,R0327,03-12-2024,Approved,25-Mar-2024 04:31,9817.98,9.51,12.0,BUSINESS LOAN,648,860.92,Property,MONTHLY,Branch,PartnerAPI,0,
L0007408,C000067,R0089,02-12-2022,Approved,02-15-2022,9497.24,8.4,60.0,Home loan,718,194.39,NONE,Biweekly,Partner,Salesforce,0,
L0007409,C004179,R0106,13-Sep-2021 02:23,Approved,10-20-2021,6411.94,12.07,48.0,Business loan,755,169.07,Gold,Monthly,Agent,Salesforce,0,
L0007410,C000207,R0163,08-Jul-2024 21:34,Approved,2024-08-25,10038.79,8.34,24.0,business loan,716,455.59,Property,MONTHLY,Online,Salesforce,0,
L0007411,C005339,R0127,2024/08/05 02:51:37,Approved,"Sep 06, 2024",17236.8,15.26,18.0,Gold loan,762,1077.42,None,Monthly,BRANCH,Salesforce,0,
L0007412,C006213,R0353,08-03-2025,Approved,17/08/2025,13581.96,12.22,24.0,home loan,653,640.75,NONE,Biweekly,Online,CoreBank,0,
L0007413,C001902,R0065,07-09-2021,Pending,,10922.95,9.54,,Home Loan,521,178.75,Property,MONTHLY,Partner,Campaign,1,
L0007414,C002127,R0474,"Mar 21, 2022",Approved,24-Mar-2022 23:48,7131.16,13.85,60.0,Home Loan,656,165.38,Property,Monthly,Partner,Salesforce,0,
L0007415,C007844,R0334,31-Oct-2024 21:00,Approved,,13710.56,8.6,12.0,Auto Loan,719,1196.47,Gold,Biweekly,Branch,Salesforce,0,
L0007416,C003477,R0042,04-27-2022,Approved,06-08-2022,9286.94,18.02,84.0,Mortgage,721,195.3,Vehicle,Biweekly,Branch,CoreBank,0,
L0007417,C004989,R0363,22/11/2023,Approved,12-04-2023,7470.38,18.07,18.0,Home Loan,582,476.9,Vehicle,Monthly,Partner,Salesforce,0,
L0007418,C004913,R0319,2025-03-24,Approved,"Mar 29, 2025",10630.53,13.73,84.0,Business loan,697,197.63,FD,Monthly,Branch,Campaign,1,
L0007419,C003320,R0436,09-Mar-2024 10:06,Approved,25/04/2024,7892.89,12.2,72.0,Home loan,836,155.13,Guarantee,MONTHLY,Online,Campaign,1,27-Jun-2025 10:06
L0007420,C004924,R0214,08-10-2021,Approved,25-Aug-2021 02:02,12867.43,14.82,60.0,Education Loan,699,304.9,Vehicle,Biweekly,MobileApp,PartnerAPI,0,
L0007421,C001414,R0246,2021-05-05,Approved,2021-07-01,20990.45,18.39,84.0,Auto loan,726,445.99,Vehicle,MONTHLY,Partner,CoreBank,0,
L0007422,C003886,R0384,"Jul 01, 2024",Approved,"Jul 15, 2024",12750.17,5.44,24.0,Mortgage,721,561.88,NONE,Monthly,Agent,PartnerAPI,0,
L0007423,C004645,R0201,2025-08-16,Pending,,9422.92,12.82,36.0,business loan,805,316.68,Vehicle,Biweekly,Agent,CoreBank,1,
L0007424,C006847,R0316,"Jan 15, 2023",Rejected,,6781.57,17.74,48.0,Auto Loan,633,198.29,NONE,Biweekly,Agent,Salesforce,0,
L0007425,C001068,R0019,01/11/2021,Approved,11-Dec-2021 22:10,27654.86,10.39,12.0,Personal loan,753,2436.32,None,MONTHLY,Partner,Campaign,0,
L0007426,C003252,R0341,05-Apr-2025 00:14,Approved,21/05/2025,8492.01,16.38,18.0,Auto Loan,714,535.3,Vehicle,MONTHLY,Partner,PartnerAPI,0,
L0007427,C002111,R0330,10-15-2025,Approved,2025/10/26 18:20:30,15235.74,18.41,60.0,Mortgage,774,390.29,Property,MONTHLY,MobileApp,Salesforce,0,
L0007428,C007724,R0454,2021/07/21 02:09:44,Approved,"Jul 27, 2021",13002.35,7.8,12.0,BUSINESS LOAN,662,1129.85,Property,MONTHLY,BRANCH,Salesforce,0,
L0007429,C005852,R0011,11-24-2022,Approved,2023/01/05 04:43:44,9846.75,10.38,18.0,Business Loan,591,593.09,Guarantee,Monthly,MobileApp,Salesforce,0,
L0007430,C000649,R0356,06-22-2023,Approved,,13605.26,13.22,12.0,AUTO LOAN,697,1216.59,Guarantee,Monthly,Branch,PartnerAPI,0,
L0007431,C005471,R0188,28-Aug-2025 06:59,Approved,09-02-2025,7482.79,9.05,24.0,PERSONAL LOAN,617,342.02,None,Monthly,MobileApp,Salesforce,0,
L0007432,C006302,R0337,08/07/2025,Approved,14/08/2025,7998.49,5.8,18.0,BUSINESS LOAN,669,465.04,FD,Monthly,MobileApp,PartnerAPI,0,
L0007433,C000370,R0092,02-20-2025,Approved,,19560.66,16.66,24.0,Personal Loan,622,963.93,NONE,Biweekly,MobileApp,Salesforce,0,
L0007434,C003571,R0023,2024/07/20 23:01:31,Approved,09-05-2024,9496.14,8.47,12.0,Auto Loan,676,828.12,None,MONTHLY,Agent,PartnerAPI,0,
L0007435,C005081,R0423,28-Mar-2021 19:22,Approved,"Apr 25, 2021",12933.13,13.03,72.0,Gold Loan,737,259.83,NONE,MONTHLY,BRANCH,PartnerAPI,0,
L0007436,C005771,R0399,2023/07/30 06:44:21,Approved,08-22-2023,13262.97,6.23,18.0,business loan,784,773.71,Property,Biweekly,Online,Salesforce,0,
L0007437,C005117,R0014,08-26-2025,Approved,09-01-2025,20424.84,16.66,24.0,Auto Loan,641,1006.52,Guarantee,MONTHLY,Agent,Campaign,0,
L0007438,C006885,R0426,01-14-2024,Pending,,8564.13,17.27,36.0,Auto loan,652,306.49,NONE,Biweekly,Agent,PartnerAPI,1,
L0007439,C007446,R0072,"Mar 03, 2023",Approved,2023-04-05,18018.73,14.26,18.0,Mortgage,865,1117.83,NONE,Biweekly,BRANCH,Salesforce,0,
L0007440,C007554,R0348,26/07/2024,Approved,2024/08/19 23:17:03,14648.53,,84.0,GOLD LOAN,662,262.13,Property,MONTHLY,Partner,CoreBank,0,
L0007441,C005833,R0147,27/11/2024,Approved,2024/12/28 11:25:39,6957.61,12.64,12.0,Home Loan,729,620.26,Vehicle,Biweekly,BRANCH,Salesforce,1,08-16-2025
L0007442,C002538,R0126,2025/10/17 17:51:19,Approved,12-Nov-2025 17:51,9275.59,9.88,60.0,Mortgage,689,,Vehicle,Biweekly,Partner,CoreBank,0,
L0007443,C006012,R0110,14/11/2021,Approved,,12212.27,8.33,60.0,gold loan,568,249.55,None,Monthly,Agent,Salesforce,0,
L0007444,C001023,R0300,09-Nov-2023 03:07,Approved,2023/12/17 03:07:32,15520.01,13.96,36.0,Mortgage,625,530.14,Gold,MONTHLY,MobileApp,Salesforce,0,
L0007445,C005992,R0292,"Oct 08, 2023",Approved,30-Oct-2023 23:55,14402.65,193.07925847059755,60.0,Personal loan,676,302.55,Guarantee,MONTHLY,Agent,PartnerAPI,1,
L0007446,C001748,R0210,01-20-2023,Approved,"Mar 13, 2023",11759.59,11.41,48.0,Mortgage,799,306.28,Vehicle,Monthly,Branch,Campaign,0,
L0007447,C006566,R0164,02-May-2025 11:34,Approved,30-May-2025 11:34,19954.51,8.89,36.0,Education loan,644,633.53,Gold,MONTHLY,Agent,PartnerAPI,0,
L0007448,C001572,R0273,30-Oct-2021 14:27,Approved,"Nov 29, 2021",15197.43,9.76,72.0,mortgage,803,279.71,Guarantee,MONTHLY,Partner,Campaign,1,
L0007449,C004041,R0376,2022-07-31,Approved,"Sep 22, 2022",20099.24,11.34,36.0,Auto loan,561,661.26,Guarantee,Monthly,Agent,CoreBank,0,
L0007450,C001905,R0478,15/08/2022,Approved,"Oct 04, 2022",20160.3,12.02,60.0,GOLD LOAN,593,448.66,FD,Monthly,Branch,CoreBank,0,
L0007451,C000613,R0390,2023/07/14 19:51:27,Approved,"Aug 05, 2023",8759.5,16.3,24.0,Home loan,748,430.15,Property,Monthly,Branch,CoreBank,0,
L0007452,C001604,R0185,03-10-2025,Approved,,7299.45,13.63,18.0,Personal Loan,741,450.68,Guarantee,Monthly,Agent,PartnerAPI,0,
L0007453,C003332,R0476,2022-07-10,Approved,"Sep 03, 2022",10944.97,12.28,18.0,Home Loan,784,668.87,NONE,Biweekly,Agent,Campaign,0,
L0007454,C002341,R0028,21/04/2022,Approved,"May 11, 2022",8364.51,18.57,72.0,MORTGAGE,855,193.48,NONE,Monthly,Partner,Campaign,0,
L0007455,C007036,R0177,2021-01-01,Approved,28/02/2021,14960.76,10.07,84.0,education loan,669,248.91,Guarantee,Biweekly,Branch,CoreBank,0,
L0007456,C001185,R0476,05-03-2021,Approved,2021-05-12,10433.91,19.15,60.0,MORTGAGE,602,271.52,None,MONTHLY,Online,PartnerAPI,0,
L0007457,C002087,R0094,2025/06/14 12:15:19,Approved,2025/06/23 12:15:19,9346.45,18.18,48.0,Business Loan,640,275.43,Vehicle,Monthly,Agent,Salesforce,0,
L0007458,C006791,R0021,"Mar 05, 2021",Approved,2021-03-18,8741.78,13.05,60.0,Mortgage,667,199.13,NONE,Monthly,Agent,Salesforce,0,
L0007459,C007132,R0252,2024-04-06,Approved,2024-06-02,5010.91,2.5,36.0,Gold loan,840,144.62,Vehicle,Biweekly,Agent,PartnerAPI,0,
L0007460,C001544,R0483,14-Nov-2023 08:21,Pending,,8734.74,9.72,36.0,BUSINESS LOAN,,280.7,Vehicle,MONTHLY,Branch,PartnerAPI,0,
L0007461,C001959,R0321,12-23-2020,Approved,18/02/2021,9863.4,8.79,18.0,education loan,739,586.89,Property,MONTHLY,Branch,Salesforce,0,
L0007462,C003440,R0250,04-Aug-2023 11:44,Approved,"Sep 15, 2023",10712.61,16.18,36.0,Personal Loan,731,377.58,NONE,Monthly,Online,Campaign,0,
L0007463,C006572,R0250,04-Oct-2022 12:46,Approved,2022-10-14,9472.23,14.59,24.0,Auto loan,730,457.43,FD,Monthly,Online,Campaign,0,
L0007464,C002528,R0239,14/02/2021,Pending,,7141.02,14.39,48.0,Gold Loan,695,196.54,Property,Biweekly,MobileApp,Salesforce,0,
L0007465,C003813,R0065,2021-10-09,Approved,2021/12/01 22:17:12,9056.2,19.34,24.0,Business Loan,758,458.01,Vehicle,Biweekly,Branch,Salesforce,0,
L0007466,C006765,R0405,06-19-2022,Approved,2022/07/17 20:18:16,8746.36,14.24,72.0,BUSINESS LOAN,683,181.35,NONE,Monthly,Partner,Salesforce,0,
L0007467,C000776,R0459,2024-01-14,Approved,"Feb 19, 2024",5821.43,9.82,18.0,GOLD LOAN,632,349.14,NONE,Biweekly,Partner,Campaign,1,
L0007468,C002511,R0484,"Sep 18, 2024",Rejected,,5424.17,2.5,48.0,home loan,686,118.87,NONE,Biweekly,Agent,Campaign,0,
L0007469,C002527,R0247,04-23-2025,Approved,05-27-2025,13772.63,9.76,48.0,Personal loan,676,347.72,Property,Monthly,MobileApp,Campaign,0,
L0007470,C003260,R0457,03-Jun-2021 07:02,Rejected,,11760.76,2.5,60.0,Personal Loan,640,208.72,None,MONTHLY,Partner,Campaign,0,
L0007471,C002105,R0261,02-26-2023,Approved,04-04-2023,10065.61,9.06,,Mortgage,819,880.53,FD,Monthly,Agent,PartnerAPI,0,
L0007472,C002507,R0052,02/12/2023,Approved,01-16-2024,12050.31,11.95,84.0,Personal Loan,719,212.4,Guarantee,MONTHLY,MobileApp,PartnerAPI,0,
L0007473,C004224,R0307,2021/08/30 03:06:27,Approved,15/10/2021,12553.07,8.34,18.0,Gold Loan,890,744.34,Gold,Biweekly,MobileApp,CoreBank,0,
L0007474,C002325,R0046,"Feb 22, 2022",Approved,03-18-2022,9159.53,11.02,24.0,Auto Loan,592,426.99,Vehicle,MONTHLY,Partner,Campaign,0,
L0007475,C006901,R0269,12-14-2024,Approved,"Jan 21, 2025",20696.25,7.53,72.0,BUSINESS LOAN,676,358.14,FD,Monthly,MobileApp,PartnerAPI,0,
L0007476,C003044,R0187,2021/11/09 10:44:11,Approved,2021-12-02,10627.94,12.85,24.0,Education loan,637,504.52,FD,Monthly,Agent,CoreBank,0,
L0007477,C002006,R0392,"Jun 13, 2025",Approved,2025/07/24 20:36:04,12852.95,15.31,12.0,Education Loan,575,1161.97,Gold,Monthly,Agent,PartnerAPI,0,
L0007478,C001509,R0043,26/04/2021,Approved,"May 28, 2021",8041.82,11.35,24.0,Business loan,615,376.12,NONE,Biweekly,MobileApp,Salesforce,1,
L0007479,C007806,R0290,2020/11/14 18:27:26,Approved,,6754.0,6.78,84.0,Personal loan,547,101.21,Property,Biweekly,Partner,PartnerAPI,0,
L0007480,C007523,R0359,2024-06-25,Approved,08-Aug-2024 21:03,8051.03,5.79,18.0,GOLD LOAN,659,58758.7659778335,NONE,MONTHLY,Partner,Salesforce,0,
L0007481,C005674,R0341,07-07-2021,Approved,06-Aug-2021 06:52,10141.64,10.66,12.0,personal loan,636,894.73,None,Biweekly,Online,Campaign,0,
L0007482,C007372,R0048,08-13-2021,Approved,29-Aug-2021 03:09,13135.63,9.56,48.0,EDUCATION LOAN,798,330.38,FD,Biweekly,Partner,CoreBank,0,
L0007483,C000242,R0272,"Aug 08, 2025",Approved,2025/08/23 08:28:51,13087.69,15.75,48.0,Education Loan,757,369.24,None,Biweekly,Partner,Campaign,0,
L0007484,C000839,R0019,"Dec 28, 2020",Approved,05-Jan-2021 04:40,11717.6,17.65,72.0,BUSINESS LOAN,806,264.94,NONE,MONTHLY,Agent,CoreBank,0,
L0007485,C005881,R0080,28/02/2022,Rejected,,18841.17,15.09,12.0,Mortgage,758,1701.37,Vehicle,Monthly,Partner,Campaign,0,
L0007486,C006718,R0244,09-16-2021,Approved,26-Oct-2021 23:16,10950.12,15.39,60.0,mortgage,679,262.75,NONE,Monthly,Agent,PartnerAPI,0,
L0007487,C006963,R0043,2025-10-14,Approved,11-Dec-2025 01:39,12236.24,15.46,12.0,Education Loan,548,1107.08,Gold,MONTHLY,MobileApp,CoreBank,0,
L0007488,C004455,R0253,2024-01-25,Approved,22-Mar-2024 22:02,5104.35,13.85,12.0,Business Loan,738,457.95,Gold,Monthly,BRANCH,PartnerAPI,0,
L0007489,C004515,R0105,28/04/2025,Approved,2025/05/07 07:57:43,11396.23,6.2,48.0,Mortgage,680,268.69,NONE,Biweekly,Partner,PartnerAPI,0,
L0007490,C002408,R0240,2023/08/31 12:16:10,Rejected,,15962.64,6.56,24.0,Business Loan,630,711.51,Gold,Biweekly,Partner,CoreBank,0,
L0007491,C003049,R0169,02-19-2021,Approved,,12815.7,17.98,12.0,Mortgage,591,1174.82,Vehicle,MONTHLY,Online,PartnerAPI,0,
L0007492,C002021,R0092,12-22-2024,Approved,2025/02/07 03:21:43,10784.12,18.25,18.0,Home Loan,663,689.38,Guarantee,Biweekly,BRANCH,Salesforce,0,
L0007493,C001528,R0021,2022/01/28 11:16:31,Approved,"Mar 06, 2022",14898.56,11.4,36.0,EDUCATION LOAN,673,490.59,FD,Biweekly,MobileApp,Salesforce,0,
L0007494,C004766,R0251,2022/10/10 10:25:16,Approved,,11523.6,12.95,60.0,Business Loan,683,261.9,None,Biweekly,Agent,Salesforce,0,
L0007495,C007348,R0460,06-26-2025,Approved,14-Jul-2025 15:28,11909.48,13.83,12.0,Gold loan,,1068.37,Property,Monthly,Online,Salesforce,0,
L0007496,C002875,R0251,2025-05-10,Approved,06-04-2025,11106.04,11.54,72.0,Gold loan,655,214.48,,Biweekly,Branch,CoreBank,0,
L0007497,C002878,R0165,2023-02-09,Approved,"Feb 23, 2023",13978.31,3.66,24.0,BUSINESS LOAN,605,604.89,Gold,Monthly,Partner,PartnerAPI,0,
L0007498,C000067,R0086,"Dec 04, 2024",Approved,26/01/2025,6164.29,8.76,84.0,BUSINESS LOAN,670,98.43,FD,MONTHLY,BRANCH,CoreBank,0,
L0007499,C007211,R0235,2025/11/04 10:41:38,Approved,2025/11/17 10:41:38,8909.56,9.59,48.0,GOLD LOAN,690,224.22,Property,Monthly,Branch,Campaign,0,
L0007500,C005172,R0278,01-Sep-2021 16:24,Approved,"Sep 20, 2021",9802.76,6.99,24.0,gold loan,569,438.85,Vehicle,Biweekly,Branch,CoreBank,0,
L0007501,C005465,R0246,16/04/2024,Approved,2024/06/02 09:51:49,10035.96,7.19,72.0,GOLD LOAN,739,172.02,Property,Monthly,Online,Salesforce,0,
L0007502,C004601,R0173,2024-04-13,Approved,06-10-2024,12322.88,8.38,84.0,Gold loan,594,194.41,FD,Biweekly,Partner,CoreBank,0,
L0007503,C003354,R0239,27/01/2022,Approved,"Feb 27, 2022",12119.69,14.84,72.0,Mortgage,730,255.22,Property,Biweekly,Agent,Salesforce,0,
L0007504,C005031,R0044,20/09/2023,Approved,27/09/2023,10007.5,12.43,18.0,Mortgage,845,612.28,FD,Biweekly,Branch,Campaign,1,
